delivery_id,factory_id,project_id,date,priority_level,demand,distance_km,weather_index,traffic_index,predicted_delay_probability,priority_score,recommended_action
D811,F3,P147,2026-04-14,High,1,404.62,0.88,0.24,1.0,0.6476576192566813,Immediate action: allocate fastest route and backup resources
D428,F5,P128,2026-04-14,High,1,385.86,0.88,0.24,1.0,0.6467047352078384,Immediate action: allocate fastest route and backup resources
D1085,F4,P131,2026-04-16,High,1,289.08,0.35,0.71,0.9975155763239876,0.6465065319397496,Immediate action: allocate fastest route and backup resources
D58,F4,P189,2026-04-28,High,1,482.94,0.56,0.32,1.0,0.6464921658387162,Immediate action: allocate fastest route and backup resources
D53,F5,P23,2026-04-28,High,1,478.83,0.56,0.32,1.0,0.6462834049943268,Immediate action: allocate fastest route and backup resources
D983,F4,P34,2026-04-16,High,1,283.16,0.35,0.71,0.9975155763239876,0.6462058350544004,Immediate action: allocate fastest route and backup resources
D828,F2,P52,2026-04-14,High,1,375.77,0.88,0.24,1.0,0.6461922298745322,Immediate action: allocate fastest route and backup resources
D205,F3,P49,2026-04-01,High,1,671.11,0.55,0.21,1.0,0.6458109958520805,Immediate action: allocate fastest route and backup resources
D1155,F4,P79,2026-04-11,High,1,613.34,0.89,0.15,1.0,0.6457699320174961,Immediate action: allocate fastest route and backup resources
D478,F2,P93,2026-04-04,Medium,1,425.91,0.97,1.0,1.0,0.6457064345069994,High risk: prioritize dispatch and monitor closely
D929,F2,P93,2026-04-04,Medium,1,425.91,0.97,1.0,1.0,0.6457064345069994,High risk: prioritize dispatch and monitor closely
D698,F2,P96,2026-04-14,High,1,364.19,0.88,0.24,1.0,0.6456040423859607,Immediate action: allocate fastest route and backup resources
D944,F5,P34,2026-04-28,High,1,462.59,0.56,0.32,1.0,0.6454585202953285,Immediate action: allocate fastest route and backup resources
D516,F5,P97,2026-04-26,High,1,289.92,0.53,0.44,1.0,0.6453678365629644,Immediate action: allocate fastest route and backup resources
D412,F1,P180,2026-04-16,High,1,239.16,0.35,0.71,1.0,0.6452488438417947,Immediate action: allocate fastest route and backup resources
D489,F3,P96,2026-04-30,High,1,297.4,0.92,0.25,1.0,0.6452334119469038,Immediate action: allocate fastest route and backup resources
D69,F2,P28,2026-04-17,High,1,468.57,0.48,0.38,0.9975026096033404,0.6449920361894911,Immediate action: allocate fastest route and backup resources
D16,F4,P125,2026-04-05,High,1,874.73,0.06,0.74,1.0,0.6447251281476152,Immediate action: allocate fastest route and backup resources
D681,F4,P130,2026-04-03,High,1,690.75,0.11,0.93,1.0,0.6446868464106297,Immediate action: allocate fastest route and backup resources
D71,F1,P11,2026-04-12,High,1,642.98,0.51,0.23,1.0,0.644671504759465,Immediate action: allocate fastest route and backup resources
D482,F1,P130,2026-04-24,High,1,708.39,0.24,0.4,1.0,0.6445701971960184,Immediate action: allocate fastest route and backup resources
D1011,F5,P48,2026-04-10,High,1,733.63,0.22,0.4,1.0,0.6445663244447494,Immediate action: allocate fastest route and backup resources
D800,F4,P153,2026-04-16,High,1,219.67,0.35,0.71,1.0,0.6442588806162111,Immediate action: allocate fastest route and backup resources
D297,F2,P37,2026-04-17,High,1,504.14,0.48,0.38,0.9925259984273279,0.6442389275364662,Immediate action: allocate fastest route and backup resources
D104,F2,P64,2026-04-12,High,1,631.66,0.51,0.23,1.0,0.6440965235530204,Immediate action: allocate fastest route and backup resources
D1042,F4,P68,2026-04-11,High,1,579.75,0.89,0.15,1.0,0.6440637819534965,Immediate action: allocate fastest route and backup resources
D670,F3,P56,2026-04-01,High,1,631.46,0.55,0.21,1.0,0.6437970378277402,Immediate action: allocate fastest route and backup resources
D457,F3,P49,2026-04-03,High,1,671.11,0.11,0.93,1.0,0.6436892641761268,Immediate action: allocate fastest route and backup resources
D651,F2,P176,2026-04-04,Medium,1,378.59,0.97,1.0,1.0,0.6433028911599179,High risk: prioritize dispatch and monitor closely
D157,F4,P28,2026-04-03,High,1,662.95,0.11,0.93,1.0,0.6432747900909158,Immediate action: allocate fastest route and backup resources
D550,F3,P170,2026-04-26,High,1,246.24,0.53,0.44,1.0,0.6431491811656584,Immediate action: allocate fastest route and backup resources
D768,F1,P131,2026-04-11,High,1,560.93,0.89,0.15,1.0,0.6431078503010857,Immediate action: allocate fastest route and backup resources
D70,F1,P180,2026-04-26,High,1,239.16,0.53,0.44,1.0,0.6427895639446666,Immediate action: allocate fastest route and backup resources
D196,F5,P130,2026-04-17,High,1,396.23,0.48,0.38,1.0,0.6426022299435921,Immediate action: allocate fastest route and backup resources
D586,F5,P147,2026-04-11,High,1,545.72,0.89,0.15,1.0,0.6423352827966667,Immediate action: allocate fastest route and backup resources
D10,F5,P130,2026-04-28,High,1,396.23,0.56,0.32,1.0,0.6420878707494214,Immediate action: allocate fastest route and backup resources
D555,F5,P128,2026-04-17,High,1,385.86,0.48,0.38,1.0,0.6420755024603031,Immediate action: allocate fastest route and backup resources
D88,F1,P88,2026-04-16,High,1,174.01,0.35,0.71,1.0,0.6419396543011702,Immediate action: allocate fastest route and backup resources
D637,F5,P125,2026-04-01,High,1,593.61,0.55,0.21,1.0,0.6418745079104319,Immediate action: allocate fastest route and backup resources
D1139,F3,P56,2026-04-20,High,1,631.46,0.25,0.41,1.0,0.6417074536014222,Immediate action: allocate fastest route and backup resources
D275,F4,P52,2026-04-01,High,1,583.44,0.55,0.21,1.0,0.641357939105702,Immediate action: allocate fastest route and backup resources
D1114,F3,P88,2026-04-17,High,1,370.46,0.48,0.38,1.0,0.6412932842112529,Immediate action: allocate fastest route and backup resources
D778,F4,P153,2026-04-30,High,1,219.67,0.92,0.25,1.0,0.6412852415249123,Immediate action: allocate fastest route and backup resources
D873,F2,P33,2026-04-04,Medium,1,337.58,0.97,1.0,1.0,0.6412198541213759,High risk: prioritize dispatch and monitor closely
D410,F5,P153,2026-04-10,High,1,667.07,0.22,0.4,1.0,0.6411855162202832,Immediate action: allocate fastest route and backup resources
D263,F3,P135,2026-04-20,High,1,620.62,0.25,0.41,1.0,0.6411568532235195,Immediate action: allocate fastest route and backup resources
D452,F2,P189,2026-04-28,High,1,374.38,0.56,0.32,1.0,0.6409780351168405,Immediate action: allocate fastest route and backup resources
D491,F4,P73,2026-04-29,High,1,871.78,0.04,0.92,0.9950117248630673,0.6407878553025999,Immediate action: allocate fastest route and backup resources
D419,F2,P136,2026-04-19,High,1,488.6,0.33,0.43,1.0,0.6407841570848875,Immediate action: allocate fastest route and backup resources
D362,F2,P183,2026-04-19,High,1,488.53,0.33,0.43,1.0,0.6407806015473918,Immediate action: allocate fastest route and backup resources
D30,F3,P11,2026-04-10,High,1,648.45,0.22,0.4,1.0,0.6402397432464316,Immediate action: allocate fastest route and backup resources
D370,F2,P171,2026-04-04,Medium,1,317.29,0.97,1.0,1.0,0.6401892561815559,High risk: prioritize dispatch and monitor closely
D1026,F4,P196,2026-04-29,High,1,808.76,0.04,0.92,1.0,0.6401526849387431,Immediate action: allocate fastest route and backup resources
D764,F5,P17,2026-04-03,High,1,600.16,0.11,0.93,1.0,0.6400854729572886,Immediate action: allocate fastest route and backup resources
D486,F4,P83,2026-04-26,High,1,209.96,0.53,0.44,0.9975155763239876,0.6400284788046443,Immediate action: allocate fastest route and backup resources
D620,F3,P65,2026-04-01,High,1,628.08,0.55,0.21,0.9925466928615033,0.6397915833746968,Immediate action: allocate fastest route and backup resources
D966,F3,P193,2026-04-04,Medium,1,308.96,0.97,1.0,1.0,0.6397661472195697,High risk: prioritize dispatch and monitor closely
D742,F4,P198,2026-04-20,High,1,590.5,0.25,0.41,1.0,0.63962695623252,Immediate action: allocate fastest route and backup resources
D404,F4,P161,2026-04-10,High,1,634.74,0.22,0.4,1.0,0.6395433658312059,Immediate action: allocate fastest route and backup resources
D456,F3,P67,2026-04-19,High,1,463.68,0.33,0.43,1.0,0.6395183857364245,Immediate action: allocate fastest route and backup resources
D750,F4,P54,2026-04-30,High,1,202.61,0.92,0.25,0.997530959752322,0.6391487009788164,Immediate action: allocate fastest route and backup resources
D569,F2,P160,2026-04-01,High,1,537.43,0.55,0.21,1.0,0.6390209351031827,Immediate action: allocate fastest route and backup resources
D661,F2,P37,2026-04-19,High,1,504.14,0.33,0.43,0.9950233888239876,0.6390136567741695,Immediate action: allocate fastest route and backup resources
D394,F4,P172,2026-04-20,High,1,566.81,0.25,0.41,1.0,0.6384236607571954,Immediate action: allocate fastest route and backup resources
D1100,F3,P55,2026-04-29,High,1,799.76,0.04,0.92,0.9975078125,0.6384136328392193,Immediate action: allocate fastest route and backup resources
D188,F1,P4,2026-04-29,High,1,774.08,0.04,0.92,1.0,0.6383911700765964,Immediate action: allocate fastest route and backup resources
D527,F5,P55,2026-04-14,High,1,220.2,0.88,0.24,1.0,0.6382903017573417,Immediate action: allocate fastest route and backup resources
D1122,F2,P153,2026-04-24,High,1,568.8,0.24,0.4,1.0,0.6374799474956994,Immediate action: allocate fastest route and backup resources
D530,F5,P97,2026-04-17,High,1,289.92,0.48,0.38,1.0,0.6372023843555061,Immediate action: allocate fastest route and backup resources
D1049,F1,P198,2026-04-12,High,1,494.85,0.51,0.23,1.0,0.6371474794846728,Immediate action: allocate fastest route and backup resources
D523,F4,P4,2026-04-10,High,1,582.14,0.22,0.4,1.0,0.6368716333701644,Immediate action: allocate fastest route and backup resources
D1199,F3,P103,2026-04-18,High,1,298.85,0.71,0.25,1.0,0.6368683568370959,Immediate action: allocate fastest route and backup resources
D615,F1,P67,2026-04-17,High,1,282.15,0.48,0.38,1.0,0.6368077196934854,Immediate action: allocate fastest route and backup resources
D1043,F1,P172,2026-04-11,High,1,429.53,0.89,0.15,1.0,0.6364335984877616,Immediate action: allocate fastest route and backup resources
D1003,F2,P34,2026-04-28,High,1,281.96,0.56,0.32,1.0,0.6362837097546836,Immediate action: allocate fastest route and backup resources
D1079,F1,P130,2026-04-05,High,1,708.39,0.06,0.74,1.0,0.6362761551900175,Immediate action: allocate fastest route and backup resources
D195,F3,P131,2026-04-29,High,1,729.11,0.04,0.92,1.0,0.6361069912025843,Immediate action: allocate fastest route and backup resources
D1007,F1,P196,2026-04-24,High,1,526.69,0.24,0.4,1.0,0.6353410377250823,Immediate action: allocate fastest route and backup resources
D533,F3,P70,2026-04-24,High,1,521.93,0.24,0.4,1.0,0.635099261175376,Immediate action: allocate fastest route and backup resources
D879,F5,P96,2026-04-29,High,1,708.8,0.04,0.92,1.0,0.6350753773949085,Immediate action: allocate fastest route and backup resources
D411,F2,P131,2026-04-11,High,1,469.03,0.89,0.15,0.9926074658104289,0.6346374246234041,Immediate action: allocate fastest route and backup resources
D584,F3,P153,2026-04-05,High,1,675.19,0.06,0.74,1.0,0.634589814549208,Immediate action: allocate fastest route and backup resources
D650,F5,P188,2026-04-26,High,1,76.22,0.53,0.44,1.0,0.6345132885225735,Immediate action: allocate fastest route and backup resources
D391,F3,P170,2026-04-28,High,1,246.24,0.56,0.32,1.0,0.6344693697640296,Immediate action: allocate fastest route and backup resources
D45,F3,P49,2026-04-05,High,1,671.11,0.06,0.74,1.0,0.6343825775066025,Immediate action: allocate fastest route and backup resources
D756,F5,P52,2026-04-14,High,1,137.77,0.88,0.24,1.0,0.6341034023892115,Immediate action: allocate fastest route and backup resources
D701,F5,P52,2026-04-14,High,1,137.77,0.88,0.24,1.0,0.6341034023892115,Immediate action: allocate fastest route and backup resources
D1161,F4,P93,2026-04-27,Medium,1,782.77,0.8,0.98,1.0,0.6339354364988232,High risk: prioritize dispatch and monitor closely
D1125,F2,P76,2026-04-19,High,1,376.72,0.33,0.43,0.9975155763239876,0.6338234742285361,Immediate action: allocate fastest route and backup resources
D475,F1,P7,2026-04-24,High,1,493.41,0.24,0.4,1.0,0.6336506336128492,Immediate action: allocate fastest route and backup resources
D917,F5,P11,2026-04-30,High,1,67.21,0.92,0.25,1.0,0.6335412808593157,Immediate action: allocate fastest route and backup resources
D605,F5,P76,2026-04-29,High,1,753.36,0.04,0.92,0.9925096528367895,0.6334859058394665,Immediate action: allocate fastest route and backup resources
D19,F1,P97,2026-04-12,High,1,417.55,0.51,0.23,1.0,0.6332211502215833,Immediate action: allocate fastest route and backup resources
D376,F3,P97,2026-04-10,High,1,508.45,0.22,0.4,1.0,0.6331286682550665,Immediate action: allocate fastest route and backup resources
D1080,F3,P73,2026-04-17,High,1,207.63,0.48,0.38,1.0,0.6330225960623673,Immediate action: allocate fastest route and backup resources
D510,F3,P198,2026-04-17,High,1,198.44,0.48,0.38,1.0,0.632555804782577,Immediate action: allocate fastest route and backup resources
D509,F4,P103,2026-04-24,High,1,471.37,0.24,0.4,1.0,0.6325311472356372,Immediate action: allocate fastest route and backup resources
D338,F2,P49,2026-04-12,High,1,403.59,0.51,0.23,1.0,0.6325120744581586,Immediate action: allocate fastest route and backup resources
D386,F3,P73,2026-04-28,High,1,207.63,0.56,0.32,1.0,0.6325082368681967,Immediate action: allocate fastest route and backup resources
D1099,F5,P90,2026-04-27,Medium,1,747.6,0.8,0.98,1.0,0.6321490328742067,High risk: prioritize dispatch and monitor closely
D1105,F3,P198,2026-04-28,High,1,198.44,0.56,0.32,1.0,0.6320414455884064,Immediate action: allocate fastest route and backup resources
D126,F2,P7,2026-04-19,High,1,312.94,0.33,0.43,1.0,0.631861789706436,Immediate action: allocate fastest route and backup resources
D423,F3,P137,2026-04-19,High,1,311.61,0.33,0.43,1.0,0.6317942344940181,Immediate action: allocate fastest route and backup resources
D784,F2,P88,2026-04-12,High,1,389.39,0.51,0.23,1.0,0.631790808280463,Immediate action: allocate fastest route and backup resources
D1090,F3,P103,2026-04-19,High,1,298.85,0.33,0.43,1.0,0.6311461108019479,Immediate action: allocate fastest route and backup resources
D1017,F5,P118,2026-04-14,High,1,75.97,0.88,0.24,1.0,0.6309643707144517,Immediate action: allocate fastest route and backup resources
D221,F2,P96,2026-04-12,High,1,364.19,0.51,0.23,1.0,0.6305108147820173,Immediate action: allocate fastest route and backup resources
D445,F1,P129,2026-04-08,Medium,1,879.0,0.84,0.87,1.0,0.6302720630844446,High risk: prioritize dispatch and monitor closely
D980,F2,P188,2026-04-10,High,1,451.45,0.22,0.4,1.0,0.630233444865725,Immediate action: allocate fastest route and backup resources
D801,F5,P47,2026-04-05,High,1,585.97,0.06,0.74,1.0,0.6300580280439966,Immediate action: allocate fastest route and backup resources
D1108,F1,P150,2026-04-02,Medium,1,840.16,0.95,0.78,1.0,0.6299387676396875,High risk: prioritize dispatch and monitor closely
D936,F1,P23,2026-04-01,High,1,354.92,0.55,0.21,1.0,0.6297506329840823,Immediate action: allocate fastest route and backup resources
D503,F4,P180,2026-04-19,High,1,294.33,0.33,0.43,0.9975155763239876,0.6296386065961178,Immediate action: allocate fastest route and backup resources
D678,F1,P83,2026-04-03,High,1,392.01,0.11,0.93,1.0,0.6295128282469125,Immediate action: allocate fastest route and backup resources
D1004,F4,P172,2026-04-05,High,1,566.81,0.06,0.74,1.0,0.6290848266380356,Immediate action: allocate fastest route and backup resources
D546,F1,P54,2026-04-11,High,1,284.04,0.89,0.15,1.0,0.6290436677699494,Immediate action: allocate fastest route and backup resources
D185,F2,P56,2026-04-12,High,1,360.01,0.51,0.23,0.9975078125,0.6290165868357676,Immediate action: allocate fastest route and backup resources
D216,F4,P55,2026-04-12,High,1,331.79,0.51,0.23,1.0,0.6288651088554442,Immediate action: allocate fastest route and backup resources
D453,F4,P55,2026-04-12,High,1,331.79,0.51,0.23,1.0,0.6288651088554442,Immediate action: allocate fastest route and backup resources
D536,F3,P47,2026-04-19,High,1,251.52,0.33,0.43,1.0,0.6287420595209386,Immediate action: allocate fastest route and backup resources
D210,F1,P97,2026-04-10,High,1,417.55,0.22,0.4,1.0,0.6285115488499587,Immediate action: allocate fastest route and backup resources
D730,F2,P73,2026-04-12,High,1,345.81,0.51,0.23,0.9975078125,0.6282953206580719,Immediate action: allocate fastest route and backup resources
D552,F5,P49,2026-04-28,High,1,122.47,0.56,0.32,1.0,0.6281826715377349,Immediate action: allocate fastest route and backup resources
D165,F1,P197,2026-04-14,High,1,18.25,0.88,0.24,1.0,0.6280325760822975,Immediate action: allocate fastest route and backup resources
D1002,F1,P17,2026-04-01,High,1,319.63,0.55,0.21,1.0,0.6279581341523304,Immediate action: allocate fastest route and backup resources
D25,F4,P198,2026-04-29,High,1,590.5,0.04,0.92,0.9975039123630672,0.6277826013414561,Immediate action: allocate fastest route and backup resources
D1066,F4,P30,2026-04-27,Medium,1,659.68,0.8,0.98,1.0,0.6276832777796294,High risk: prioritize dispatch and monitor closely
D718,F4,P135,2026-04-05,High,1,558.3,0.06,0.74,0.9975039123630672,0.6273686571795973,Immediate action: allocate fastest route and backup resources
D237,F5,P189,2026-04-25,High,1,702.83,0.48,0.08,0.9850623044482175,0.6273457875275469,Immediate action: allocate fastest route and backup resources
D416,F2,P163,2026-04-19,High,1,223.11,0.33,0.43,1.0,0.6272990192316195,Immediate action: allocate fastest route and backup resources
D1169,F2,P118,2026-04-10,High,1,393.38,0.22,0.4,1.0,0.6272838725460923,Immediate action: allocate fastest route and backup resources
D430,F3,P96,2026-04-12,High,1,297.4,0.51,0.23,1.0,0.6271183240772081,Immediate action: allocate fastest route and backup resources
D242,F5,P144,2026-04-04,Medium,1,59.28,0.97,1.0,1.0,0.6270840529063979,High risk: prioritize dispatch and monitor closely
D388,F1,P44,2026-04-02,Medium,1,774.84,0.95,0.78,1.0,0.6266209432222877,High risk: prioritize dispatch and monitor closely
D645,F5,P89,2026-04-28,High,1,84.99,0.56,0.32,1.0,0.6262789351757608,Immediate action: allocate fastest route and backup resources
D769,F3,P97,2026-04-05,High,1,508.45,0.06,0.74,1.0,0.6261205242344922,Immediate action: allocate fastest route and backup resources
D1141,F4,P183,2026-04-20,High,1,321.76,0.25,0.41,1.0,0.6259767398526667,Immediate action: allocate fastest route and backup resources
D229,F4,P183,2026-04-20,High,1,321.76,0.25,0.41,1.0,0.6259767398526667,Immediate action: allocate fastest route and backup resources
D113,F2,P67,2026-04-01,High,1,279.31,0.55,0.21,1.0,0.6259101445548172,Immediate action: allocate fastest route and backup resources
D150,F5,P11,2026-04-17,High,1,67.21,0.48,0.38,1.0,0.6258901878460281,Immediate action: allocate fastest route and backup resources
D291,F1,P128,2026-04-20,High,1,319.01,0.25,0.41,1.0,0.6258370580224791,Immediate action: allocate fastest route and backup resources
D59,F5,P188,2026-04-28,High,1,76.22,0.56,0.32,1.0,0.6258334771209446,Immediate action: allocate fastest route and backup resources
D1185,F3,P137,2026-04-20,High,1,311.61,0.25,0.41,1.0,0.6254611869157927,Immediate action: allocate fastest route and backup resources
D1121,F3,P47,2026-04-12,High,1,251.52,0.51,0.23,1.0,0.6247879232157523,Immediate action: allocate fastest route and backup resources
D731,F4,P160,2026-04-11,High,1,321.82,0.89,0.15,0.987584146192106,0.6245762741185441,Immediate action: allocate fastest route and backup resources
D1120,F3,P48,2026-04-17,High,1,24.23,0.48,0.38,1.0,0.623707087823679,Immediate action: allocate fastest route and backup resources
D350,F1,P197,2026-04-18,High,1,18.25,0.71,0.25,1.0,0.6226157308186884,Immediate action: allocate fastest route and backup resources
D116,F3,P103,2026-04-10,High,1,298.85,0.22,0.4,1.0,0.622482373125137,Immediate action: allocate fastest route and backup resources
D5,F2,P51,2026-04-05,High,1,420.17,0.06,0.74,1.0,0.6216364835185085,Immediate action: allocate fastest route and backup resources
D930,F4,P97,2026-04-10,High,1,304.85,0.22,0.4,0.9975155763239876,0.6215092154115152,Immediate action: allocate fastest route and backup resources
D863,F3,P196,2026-04-20,High,1,233.36,0.25,0.41,1.0,0.6214866039295476,Immediate action: allocate fastest route and backup resources
D572,F4,P83,2026-04-12,High,1,209.96,0.51,0.23,0.9975155763239876,0.621399031740778,Immediate action: allocate fastest route and backup resources
D728,F5,P63,2026-04-02,Medium,1,655.19,0.95,0.78,1.0,0.6205435137743103,High risk: prioritize dispatch and monitor closely
D1010,F3,P176,2026-04-02,Medium,1,653.73,0.95,0.78,1.0,0.6204693554208289,High risk: prioritize dispatch and monitor closely
D106,F2,P102,2026-04-01,High,1,164.65,0.55,0.21,1.0,0.6200861741368892,Immediate action: allocate fastest route and backup resources
D875,F4,P54,2026-04-12,High,1,202.61,0.51,0.23,0.9950465360763096,0.619755695038726,Immediate action: allocate fastest route and backup resources
D564,F5,P82,2026-04-08,Medium,1,657.6,0.84,0.87,1.0,0.6190264059195286,High risk: prioritize dispatch and monitor closely
D1039,F1,P77,2026-04-08,Medium,1,650.09,0.84,0.87,1.0,0.6186449475396347,High risk: prioritize dispatch and monitor closely
D102,F1,P138,2026-04-08,Medium,1,647.62,0.84,0.87,1.0,0.6185194878594299,High risk: prioritize dispatch and monitor closely
D87,F5,P55,2026-04-10,High,1,220.2,0.22,0.4,1.0,0.6184874727817737,Immediate action: allocate fastest route and backup resources
D795,F2,P125,2026-04-05,High,1,354.12,0.06,0.74,1.0,0.618281579924368,Immediate action: allocate fastest route and backup resources
D209,F3,P15,2026-04-24,High,1,184.66,0.24,0.4,1.0,0.6179681735872494,Immediate action: allocate fastest route and backup resources
D627,F3,P198,2026-04-10,High,1,198.44,0.22,0.4,1.0,0.6173822085545444,Immediate action: allocate fastest route and backup resources
D1192,F1,P153,2026-04-24,High,1,170.81,0.24,0.4,1.0,0.6172646850970323,Immediate action: allocate fastest route and backup resources
D561,F3,P109,2026-04-05,High,1,329.39,0.06,0.74,1.0,0.6170254593205362,Immediate action: allocate fastest route and backup resources
D1190,F2,P102,2026-04-24,High,1,164.65,0.24,0.4,1.0,0.6169517977974122,Immediate action: allocate fastest route and backup resources
D1183,F4,P90,2026-04-02,Medium,1,582.44,0.95,0.78,1.0,0.6168482944484402,High risk: prioritize dispatch and monitor closely
D231,F4,P39,2026-04-27,Medium,1,443.41,0.8,0.98,1.0,0.6166981907197541,High risk: prioritize dispatch and monitor closely
D248,F2,P102,2026-04-11,High,1,164.65,0.89,0.15,0.987641163563158,0.6166224047142511,Immediate action: allocate fastest route and backup resources
D1015,F5,P89,2026-04-12,High,1,84.99,0.51,0.23,1.0,0.6163292995135234,Immediate action: allocate fastest route and backup resources
D549,F2,P88,2026-04-29,High,1,389.39,0.04,0.92,0.9950104221033402,0.6162849604488191,Immediate action: allocate fastest route and backup resources
D1163,F2,P198,2026-04-12,High,1,78.09,0.51,0.23,1.0,0.6159788251032348,Immediate action: allocate fastest route and backup resources
D958,F2,P102,2026-04-10,High,1,164.65,0.22,0.4,1.0,0.6156658998119856,Immediate action: allocate fastest route and backup resources
D781,F1,P199,2026-04-07,Medium,1,777.43,0.97,0.69,1.0,0.615227637415243,High risk: prioritize dispatch and monitor closely
D43,F1,P199,2026-04-07,Medium,1,777.43,0.97,0.69,1.0,0.615227637415243,High risk: prioritize dispatch and monitor closely
D901,F1,P44,2026-04-07,Medium,1,774.84,0.97,0.69,1.0,0.6150960825279027,High risk: prioritize dispatch and monitor closely
D204,F3,P23,2026-04-05,High,1,290.2,0.06,0.74,1.0,0.6150348662568819,Immediate action: allocate fastest route and backup resources
D293,F3,P144,2026-04-07,Medium,1,768.57,0.97,0.69,1.0,0.6147776079550752,High risk: prioritize dispatch and monitor closely
D1142,F5,P11,2026-04-20,High,1,67.21,0.25,0.41,1.0,0.6130472817165811,Immediate action: allocate fastest route and backup resources
D274,F5,P11,2026-04-20,High,1,67.21,0.25,0.41,1.0,0.6130472817165811,Immediate action: allocate fastest route and backup resources
D83,F3,P150,2026-04-02,Medium,1,507.27,0.95,0.78,1.0,0.6130301551120051,High risk: prioritize dispatch and monitor closely
D644,F3,P111,2026-04-02,Medium,1,502.6,0.95,0.78,1.0,0.6127929499676502,High risk: prioritize dispatch and monitor closely
D976,F3,P167,2026-04-10,High,1,107.07,0.22,0.4,1.0,0.6127412162548227,Immediate action: allocate fastest route and backup resources
D448,F1,P177,2026-04-08,Medium,1,528.67,0.84,0.87,1.0,0.6124776137864093,High risk: prioritize dispatch and monitor closely
D1030,F3,P31,2026-04-24,High,1,69.42,0.24,0.4,1.0,0.6121147430015,Immediate action: allocate fastest route and backup resources
D77,F2,P163,2026-04-05,High,1,223.11,0.06,0.74,1.0,0.6116271375342341,Immediate action: allocate fastest route and backup resources
D1101,F1,P30,2026-04-02,Medium,1,479.53,0.95,0.78,1.0,0.6116211463958589,High risk: prioritize dispatch and monitor closely
D1064,F1,P197,2026-04-03,High,1,18.25,0.11,0.93,1.0,0.6105282897556794,Immediate action: allocate fastest route and backup resources
D483,F1,P14,2026-04-07,Medium,1,682.57,0.97,0.69,1.0,0.6104093761746652,High risk: prioritize dispatch and monitor closely
D1176,F1,P197,2026-04-24,High,1,18.25,0.24,0.4,1.0,0.609515645092156,Immediate action: allocate fastest route and backup resources
D230,F4,P93,2026-04-22,Medium,1,782.77,0.77,0.82,1.0,0.6094069324268129,High risk: prioritize dispatch and monitor closely
D804,F3,P138,2026-04-22,Medium,1,780.84,0.77,0.82,1.0,0.6093089011787176,High risk: prioritize dispatch and monitor closely
D137,F2,P32,2026-04-08,Medium,1,456.76,0.84,0.87,1.0,0.6088250609104874,High risk: prioritize dispatch and monitor closely
D675,F4,P115,2026-04-27,Medium,1,286.24,0.8,0.98,1.0,0.6087149931740908,High risk: prioritize dispatch and monitor closely
D695,F4,P44,2026-04-22,Medium,1,767.98,0.77,0.82,1.0,0.6086556981473679,High risk: prioritize dispatch and monitor closely
D89,F5,P193,2026-04-02,Medium,1,418.7,0.95,0.78,1.0,0.6085313843121107,High risk: prioritize dispatch and monitor closely
D1171,F4,P131,2026-04-29,High,1,289.08,0.04,0.92,0.9876045832861352,0.6073805188092919,Immediate action: allocate fastest route and backup resources
D870,F2,P23,2026-04-05,High,1,135.04,0.06,0.74,0.9975026096033404,0.6058691756418125,Immediate action: allocate fastest route and backup resources
D463,F3,P139,2026-04-08,Medium,1,380.53,0.84,0.87,1.0,0.604953080577689,High risk: prioritize dispatch and monitor closely
D337,F4,P127,2026-04-02,Medium,1,342.75,0.95,0.78,1.0,0.6046736261292952,High risk: prioritize dispatch and monitor closely
D551,F4,P63,2026-04-07,Medium,1,568.29,0.97,0.69,1.0,0.6046047072459995,High risk: prioritize dispatch and monitor closely
D490,F4,P63,2026-04-07,Medium,1,568.29,0.97,0.69,1.0,0.6046047072459995,High risk: prioritize dispatch and monitor closely
D141,F2,P33,2026-04-02,Medium,1,337.58,0.95,0.78,1.0,0.6044110242885427,High risk: prioritize dispatch and monitor closely
D910,F1,P34,2026-04-25,High,1,250.33,0.48,0.08,0.9851004951366688,0.6043814215098642,Immediate action: allocate fastest route and backup resources
D868,F1,P63,2026-04-08,Medium,1,355.63,0.84,0.87,1.0,0.603688325097082,High risk: prioritize dispatch and monitor closely
D1132,F1,P63,2026-04-08,Medium,1,355.63,0.84,0.87,1.0,0.603688325097082,High risk: prioritize dispatch and monitor closely
D940,F3,P123,2026-04-07,Medium,1,545.93,0.97,0.69,1.0,0.6034689669830928,High risk: prioritize dispatch and monitor closely
D587,F2,P177,2026-04-08,Medium,1,344.87,0.84,0.87,1.0,0.6031417881906028,High risk: prioritize dispatch and monitor closely
D64,F4,P134,2026-04-08,Medium,1,342.16,0.84,0.87,1.0,0.6030041380961271,High risk: prioritize dispatch and monitor closely
D379,F5,P63,2026-04-22,Medium,1,655.19,0.77,0.82,1.0,0.6029267113739674,High risk: prioritize dispatch and monitor closely
D1182,F1,P81,2026-04-27,Medium,1,161.99,0.8,0.98,1.0,0.6024039141192543,High risk: prioritize dispatch and monitor closely
D21,F3,P187,2026-04-02,Medium,1,282.61,0.95,0.78,1.0,0.6016189114865759,High risk: prioritize dispatch and monitor closely
D46,F2,P14,2026-04-08,Medium,1,296.96,0.84,0.87,1.0,0.6007082767417721,High risk: prioritize dispatch and monitor closely
