delivery_id,factory_id,project_id,date,priority_level,predicted_delay_probability,predicted_delay_class,priority_score,delay_hours,reward_score,optimized_planning_score,recommended_action
D263,F3,P135,2026-04-20,High,1.0,1,0.6411568532235195,6.68,-28.36,1.1264135893699352,Immediate action: allocate fastest route and backup resources
D751,F1,P81,2026-04-19,Medium,1.0,1,0.49919452706396067,2.6100000000000003,-17.22,1.1260374350456586,High risk: prioritize dispatch and monitor closely
D1069,F1,P188,2026-04-17,High,1.0,1,0.6559847651434132,7.280000000000001,-29.560000000000002,1.1259898490275004,Immediate action: allocate fastest route and backup resources
D205,F3,P49,2026-04-01,High,1.0,1,0.6458109958520805,6.890000000000001,-28.78,1.1257296537066814,Immediate action: allocate fastest route and backup resources
D188,F1,P4,2026-04-29,High,1.0,1,0.6383911700765964,6.599999999999998,-28.199999999999996,1.1256814598579894,Immediate action: allocate fastest route and backup resources
D1088,F1,P55,2026-04-02,High,1.0,1,0.7440837116653686,10.760000000000002,-36.52,1.1256292124279512,Immediate action: allocate fastest route and backup resources
D558,F3,P13,2026-04-18,Medium,1.0,1,0.5160395102534595,3.3100000000000005,-18.62,1.1250888239291075,High risk: prioritize dispatch and monitor closely
D172,F3,P35,2026-04-26,Medium,1.0,1,0.5146850717770077,3.26,-18.52,1.1250053564745166,High risk: prioritize dispatch and monitor closely
D199,F3,P103,2026-04-25,High,0.9080257979572663,1,0.567200847833706,3.830000000000001,-22.660000000000004,1.1249029322261817,Immediate action: allocate fastest route and backup resources
D456,F3,P67,2026-04-19,High,1.0,1,0.6395183857364245,6.68,-28.36,1.1247751218828403,Immediate action: allocate fastest route and backup resources
D21,F3,P187,2026-04-02,Medium,1.0,1,0.6016189114865759,6.699999999999999,-25.4,1.1244963898800684,High risk: prioritize dispatch and monitor closely
D302,F2,P12,2026-04-01,Medium,1.0,1,0.49509074554224075,2.5300000000000002,-17.060000000000002,1.1239672071589157,High risk: prioritize dispatch and monitor closely
D337,F4,P127,2026-04-02,Medium,1.0,1,0.6046736261292952,6.859999999999999,-25.72,1.1234839972528334,High risk: prioritize dispatch and monitor closely
D303,F2,P82,2026-04-17,Medium,1.0,1,0.5110046761533891,3.1799999999999997,-18.36,1.123358514485875,High risk: prioritize dispatch and monitor closely
D879,F5,P96,2026-04-29,High,1.0,1,0.6350753773949085,6.580000000000002,-28.160000000000004,1.1228740555850456,Immediate action: allocate fastest route and backup resources
D718,F4,P135,2026-04-05,High,0.9975039123630672,1,0.6273686571795973,6.289999999999999,-27.58,1.1225389672965267,Immediate action: allocate fastest route and backup resources
D473,F2,P49,2026-04-13,High,1.0,1,0.6938333346381843,8.91,-32.82,1.1224047632096128,Immediate action: allocate fastest route and backup resources
D353,F5,P127,2026-04-21,Medium,1.0,1,0.5478069596693146,4.68,-21.36,1.1220316673459796,High risk: prioritize dispatch and monitor closely
D500,F5,P195,2026-04-11,Medium,1.0,1,0.4965419915879871,2.6799999999999997,-17.36,1.12160554013908,High risk: prioritize dispatch and monitor closely
D995,F2,P115,2026-04-24,Medium,1.0,1,0.4965237110829319,2.6900000000000004,-17.380000000000003,1.1213330654296527,High risk: prioritize dispatch and monitor closely
D556,F4,P23,2026-04-26,High,1.0,1,0.6532773836890742,7.359999999999999,-29.72,1.1212489139381845,Immediate action: allocate fastest route and backup resources
D745,F2,P6,2026-04-13,Medium,1.0,1,0.5657867469383123,5.43,-22.86,1.1209468892870667,High risk: prioritize dispatch and monitor closely
D621,F1,P174,2026-04-01,Medium,1.0,1,0.5116118044828938,3.3000000000000007,-18.6,1.120915312362914,High risk: prioritize dispatch and monitor closely
D46,F2,P14,2026-04-08,Medium,1.0,1,0.6007082767417721,6.82,-25.64,1.120535424682799,High risk: prioritize dispatch and monitor closely
D191,F5,P172,2026-04-25,High,0.9179400889990419,1,0.5855560336436482,4.73,-24.46,1.1203806396426312,Immediate action: allocate fastest route and backup resources
D584,F3,P153,2026-04-05,High,1.0,1,0.634589814549208,6.66,-28.32,1.1203549391043681,Immediate action: allocate fastest route and backup resources
D421,F5,P198,2026-04-23,High,1.0,1,0.7001253120680302,9.260000000000002,-33.52,1.1197999434864339,Immediate action: allocate fastest route and backup resources
D607,F2,P13,2026-04-01,Medium,1.0,1,0.5029916577915754,3.0199999999999996,-18.04,1.1194126033940157,High risk: prioritize dispatch and monitor closely
D1047,F2,P123,2026-04-10,Medium,1.0,1,0.49609317383218104,2.749999999999999,-17.5,1.119377362952669,High risk: prioritize dispatch and monitor closely
D196,F5,P130,2026-04-17,High,1.0,1,0.6426022299435921,7.02,-29.04,1.119216363141355,Immediate action: allocate fastest route and backup resources
D404,F4,P161,2026-04-10,High,1.0,1,0.6395433658312059,6.9,-28.8,1.1192078294814345,Immediate action: allocate fastest route and backup resources
D399,F3,P90,2026-04-18,Medium,1.0,1,0.510053000978586,3.3100000000000005,-18.62,1.119102314654234,High risk: prioritize dispatch and monitor closely
D614,F5,P45,2026-04-26,Medium,1.0,1,0.5305773085148529,4.170000000000002,-20.340000000000003,1.117765920614497,High risk: prioritize dispatch and monitor closely
D934,F2,P150,2026-04-14,Medium,1.0,1,0.5200717276294642,3.76,-19.52,1.1176823021083662,High risk: prioritize dispatch and monitor closely
D603,F2,P135,2026-04-08,High,1.0,1,0.7284826118562604,10.470000000000002,-35.940000000000005,1.117399744545635,Immediate action: allocate fastest route and backup resources
D5,F2,P51,2026-04-05,High,1.0,1,0.6216364835185085,6.27,-27.54,1.117315182044182,Immediate action: allocate fastest route and backup resources
D419,F2,P136,2026-04-19,High,1.0,1,0.6407841570848875,7.050000000000001,-29.1,1.1166357076695341,Immediate action: allocate fastest route and backup resources
D1132,F1,P63,2026-04-08,Medium,1.0,1,0.603688325097082,7.1,-26.2,1.1163980353156888,High risk: prioritize dispatch and monitor closely
D4,F3,P51,2026-04-21,High,1.0,1,0.6849013744278428,8.810000000000002,-32.620000000000005,1.1160147450429927,Immediate action: allocate fastest route and backup resources
D606,F2,P174,2026-04-08,Medium,1.0,1,0.598581557385426,6.920000000000001,-25.840000000000003,1.1158667632827313,High risk: prioritize dispatch and monitor closely
D859,F1,P90,2026-04-15,Medium,1.0,1,0.5698846876552948,5.8100000000000005,-23.62,1.1153854502379077,High risk: prioritize dispatch and monitor closely
D124,F5,P17,2026-04-28,High,1.0,1,0.6524461673422006,7.559999999999999,-30.119999999999997,1.1153338135038682,Immediate action: allocate fastest route and backup resources
D310,F5,P130,2026-04-25,High,0.8531120989145892,1,0.5439010371133416,3.289999999999999,-21.58,1.1153296085419129,Immediate action: allocate fastest route and backup resources
D623,F2,P35,2026-04-11,Medium,0.9926074658104289,1,0.49307725477029857,2.81,-17.62,1.1148362786645536,High risk: prioritize dispatch and monitor closely
D675,F4,P115,2026-04-27,Medium,1.0,1,0.6087149931740908,7.379999999999999,-26.759999999999998,1.114307265670278,High risk: prioritize dispatch and monitor closely
D1048,F3,P80,2026-04-14,Medium,1.0,1,0.5118797692394116,3.580000000000001,-19.160000000000004,1.114065839397012,High risk: prioritize dispatch and monitor closely
D1052,F3,P57,2026-04-15,Medium,1.0,1,0.5703281139743992,5.89,-23.78,1.113795322922035,High risk: prioritize dispatch and monitor closely
D465,F1,P96,2026-04-01,High,1.0,1,0.652155598546162,7.610000000000003,-30.220000000000006,1.1137722736859688,Immediate action: allocate fastest route and backup resources
D511,F2,P131,2026-04-23,High,1.0,1,0.6978644981547041,9.41,-33.82,1.1137262165075255,Immediate action: allocate fastest route and backup resources
D651,F2,P176,2026-04-04,Medium,1.0,1,0.6433028911599179,8.77,-29.54,1.1135621692483775,High risk: prioritize dispatch and monitor closely
D285,F2,P160,2026-04-04,High,1.0,1,0.7763709136715496,12.520000000000001,-40.040000000000006,1.1131782344646355,Immediate action: allocate fastest route and backup resources
D442,F5,P115,2026-04-14,Medium,1.0,1,0.5200686800258965,3.960000000000001,-19.92,1.1125953704173555,High risk: prioritize dispatch and monitor closely
D8,F1,P22,2026-04-28,Medium,1.0,1,0.52006080802974,3.960000000000001,-19.92,1.112587498421199,High risk: prioritize dispatch and monitor closely
D676,F2,P83,2026-04-13,High,1.0,1,0.6913480139287023,9.200000000000001,-33.400000000000006,1.1125478105733386,Immediate action: allocate fastest route and backup resources
D1180,F2,P146,2026-04-01,Medium,0.9975019577133908,1,0.5105960863618226,3.6099999999999994,-19.22,1.1120195739063066,High risk: prioritize dispatch and monitor closely
D589,F2,P63,2026-04-05,Medium,0.9975078125,1,0.48684007551983993,2.7,-17.4,1.1113952356621886,High risk: prioritize dispatch and monitor closely
D179,F1,P181,2026-04-01,Medium,1.0,1,0.5178837726252777,3.9899999999999984,-19.979999999999997,1.1096478804036205,High risk: prioritize dispatch and monitor closely
D717,F4,P4,2026-04-18,High,1.0,1,0.6512576170821233,7.75,-30.5,1.10931557336072,Immediate action: allocate fastest route and backup resources
D1147,F4,P123,2026-04-17,Medium,0.9875325041176584,1,0.516185336788637,3.9400000000000013,-19.880000000000003,1.1092204155888403,High risk: prioritize dispatch and monitor closely
D1040,F3,P64,2026-04-01,High,1.0,1,0.6487245048628283,7.66,-30.32,1.1090702089807745,Immediate action: allocate fastest route and backup resources
D15,F5,P178,2026-04-05,Medium,1.0,1,0.49593959816935473,3.17,-18.34,1.1085476307062128,High risk: prioritize dispatch and monitor closely
D703,F2,P84,2026-04-05,Medium,1.0,1,0.48606333087420445,2.79,-17.58,1.1083307431772038,High risk: prioritize dispatch and monitor closely
D868,F1,P63,2026-04-08,Medium,1.0,1,0.603688325097082,7.449999999999999,-26.9,1.107501238162664,High risk: prioritize dispatch and monitor closely
D118,F4,P184,2026-04-18,Medium,1.0,1,0.5104248086138488,3.790000000000001,-19.580000000000002,1.1072728004796342,High risk: prioritize dispatch and monitor closely
D811,F3,P147,2026-04-14,High,1.0,1,0.6476576192566813,7.6899999999999995,-30.38,1.107240740761511,Immediate action: allocate fastest route and backup resources
D1172,F4,P35,2026-04-19,Medium,1.0,1,0.519083187946953,4.140000000000001,-20.28,1.1070343826597133,High risk: prioritize dispatch and monitor closely
D790,F4,P59,2026-04-01,Medium,1.0,1,0.5130939556846654,3.91,-19.82,1.1068916170979852,High risk: prioritize dispatch and monitor closely
D313,F4,P72,2026-04-20,Medium,1.0,1,0.5201761343954245,4.200000000000003,-20.400000000000006,1.106602163881952,High risk: prioritize dispatch and monitor closely
D919,F2,P80,2026-04-10,Medium,1.0,1,0.4979562754799187,3.329999999999999,-18.659999999999997,1.1064972007468228,High risk: prioritize dispatch and monitor closely
D668,F4,P136,2026-04-06,High,1.0,1,0.6979989683824911,9.71,-34.42,1.1062348606041483,Immediate action: allocate fastest route and backup resources
D29,F2,P6,2026-04-20,Medium,1.0,1,0.5020865754852476,3.5299999999999994,-19.06,1.1055436166647086,High risk: prioritize dispatch and monitor closely
D92,F5,P15,2026-04-06,High,1.0,1,0.683999293460205,9.190000000000001,-33.38,1.1054532843092135,Immediate action: allocate fastest route and backup resources
D1054,F5,P177,2026-04-25,Medium,0.9578056977314847,1,0.4614941414275224,1.9499999999999993,-15.899999999999999,1.1051138668977816,High risk: prioritize dispatch and monitor closely
D925,F2,P80,2026-04-28,Medium,1.0,1,0.5126155125137807,3.9699999999999998,-19.939999999999998,1.1048880087008675,High risk: prioritize dispatch and monitor closely
D1013,F3,P111,2026-04-10,Medium,1.0,1,0.507831526907213,3.8099999999999987,-19.619999999999997,1.104171130364254,High risk: prioritize dispatch and monitor closely
D537,F2,P6,2026-04-11,Medium,0.9926074658104289,1,0.5032669172989969,3.6500000000000004,-19.3,1.1036736280259922,High risk: prioritize dispatch and monitor closely
D519,F2,P115,2026-04-19,Medium,0.9950349442829457,1,0.5013476649445355,3.5900000000000007,-19.18,1.1032795408977638,High risk: prioritize dispatch and monitor closely
D742,F4,P198,2026-04-20,High,1.0,1,0.63962695623252,7.5600000000000005,-30.12,1.1025146023941874,Immediate action: allocate fastest route and backup resources
D660,F4,P177,2026-04-16,Medium,1.0,1,0.5252093265821998,4.57,-21.14,1.1022301705069584,High risk: prioritize dispatch and monitor closely
D1137,F2,P121,2026-04-25,Medium,0.3195586581416974,0,0.14696983121536278,2.209999999999999,8.580000000000002,1.1017232628371216,Normal planning
D26,F1,P48,2026-04-14,High,1.0,1,0.6542612682540198,8.180000000000001,-31.360000000000003,1.1013888737446145,Immediate action: allocate fastest route and backup resources
D327,F3,P161,2026-04-10,High,1.0,1,0.6481035763190256,7.950000000000003,-30.900000000000006,1.1010776485101794,Immediate action: allocate fastest route and backup resources
D396,F2,P33,2026-04-01,Medium,1.0,1,0.503869875553009,3.790000000000001,-19.580000000000002,1.1007178674187945,High risk: prioritize dispatch and monitor closely
D450,F1,P187,2026-04-14,Medium,1.0,1,0.5155272427760539,4.249999999999999,-20.5,1.1006823012407208,High risk: prioritize dispatch and monitor closely
D1173,F1,P198,2026-04-22,High,1.0,1,0.7197824987731425,10.820000000000002,-36.64,1.099802834309492,Immediate action: allocate fastest route and backup resources
D1007,F1,P196,2026-04-24,High,1.0,1,0.6353410377250823,7.51,-30.02,1.0994996549086105,Immediate action: allocate fastest route and backup resources
D195,F3,P131,2026-04-29,High,1.0,1,0.6361069912025843,7.57,-30.14,1.0987404431598797,Immediate action: allocate fastest route and backup resources
D105,F1,P137,2026-04-01,High,1.0,1,0.6501736403592829,8.159999999999997,-31.319999999999993,1.097809634258622,Immediate action: allocate fastest route and backup resources
D906,F2,P127,2026-04-18,Medium,1.0,1,0.5102861426515172,4.159999999999999,-20.32,1.0977289489555333,High risk: prioritize dispatch and monitor closely
D111,F2,P71,2026-04-29,Medium,0.9950208062629937,1,0.485274332327492,3.1799999999999997,-18.36,1.097628170659978,High risk: prioritize dispatch and monitor closely
D322,F4,P168,2026-04-23,Medium,1.0,1,0.5708921907124561,6.5600000000000005,-25.12,1.0973283879671585,High risk: prioritize dispatch and monitor closely
D587,F2,P177,2026-04-08,Medium,1.0,1,0.6031417881906028,7.83,-27.66,1.0972953214900436,High risk: prioritize dispatch and monitor closely
D860,F1,P127,2026-04-17,Medium,0.9900734550332086,1,0.5165750022165699,4.43,-20.86,1.0971545650025383,High risk: prioritize dispatch and monitor closely
D1135,F1,P19,2026-04-19,Medium,0.9975155763239876,1,0.516553720678078,4.459999999999999,-20.919999999999998,1.09637070085093,High risk: prioritize dispatch and monitor closely
D620,F3,P65,2026-04-01,High,0.9925466928615033,1,0.6397915833746968,7.830000000000002,-30.660000000000004,1.0958159860183163,Immediate action: allocate fastest route and backup resources
D846,F4,P1,2026-04-06,High,1.0,1,0.6875294342594899,9.72,-34.44,1.095511132276775,Immediate action: allocate fastest route and backup resources
D30,F3,P11,2026-04-10,High,1.0,1,0.6402397432464316,7.859999999999999,-30.72,1.095501563276935,Immediate action: allocate fastest route and backup resources
D135,F1,P193,2026-04-22,Medium,1.0,1,0.5913625796362239,7.4399999999999995,-26.88,1.0954296869061781,High risk: prioritize dispatch and monitor closely
D223,F1,P114,2026-04-16,Medium,1.0,1,0.5249335184593205,4.83,-21.66,1.0953453130704034,High risk: prioritize dispatch and monitor closely
D1133,F2,P177,2026-04-14,Medium,1.0,1,0.5196227140371523,4.640000000000001,-21.28,1.094864198531306,High risk: prioritize dispatch and monitor closely
D512,F2,P134,2026-04-09,Medium,1.0,1,0.538670723803975,5.39,-22.78,1.0948476429702179,High risk: prioritize dispatch and monitor closely
D375,F5,P198,2026-04-28,High,1.0,1,0.6480464436582574,8.2,-31.4,1.094665660740108,Immediate action: allocate fastest route and backup resources
D1026,F4,P196,2026-04-29,High,1.0,1,0.6401526849387431,7.900000000000002,-30.800000000000004,1.0943977281517578,Immediate action: allocate fastest route and backup resources
D296,F3,P82,2026-04-30,Medium,1.0,1,0.5156345781632024,4.51,-21.02,1.0941805873141939,High risk: prioritize dispatch and monitor closely
D1034,F4,P103,2026-04-14,High,1.0,1,0.6510480782257786,8.340000000000002,-31.680000000000003,1.094108576446419,Immediate action: allocate fastest route and backup resources
D432,F2,P111,2026-04-23,Medium,1.0,1,0.5687669951578939,6.609999999999999,-25.22,1.0939322213907356,High risk: prioritize dispatch and monitor closely
D694,F4,P134,2026-04-26,Medium,1.0,1,0.5230212834025995,4.8199999999999985,-21.639999999999997,1.0936872722180544,High risk: prioritize dispatch and monitor closely
D57,F5,P115,2026-04-03,Medium,1.0,1,0.5025643936992784,4.050000000000001,-20.1,1.092803336251388,High risk: prioritize dispatch and monitor closely
D523,F4,P4,2026-04-10,High,1.0,1,0.6368716333701644,7.890000000000001,-30.78,1.0913708707875511,Immediate action: allocate fastest route and backup resources
D203,F5,P199,2026-04-01,Medium,1.0,1,0.5014683639416393,4.09,-20.18,1.0906905296762606,High risk: prioritize dispatch and monitor closely
D705,F2,P60,2026-04-05,Medium,0.9975078125,1,0.4918020820620289,3.7200000000000006,-19.44,1.0904294333584192,High risk: prioritize dispatch and monitor closely
D38,F4,P96,2026-04-18,High,1.0,1,0.6675374074069977,9.14,-33.28,1.090262369277867,Immediate action: allocate fastest route and backup resources
D921,F1,P114,2026-04-06,Medium,1.0,1,0.5477582077006407,5.940000000000001,-23.880000000000003,1.0899544456264159,High risk: prioritize dispatch and monitor closely
D345,F1,P167,2026-04-07,High,1.0,1,0.7330947212649758,11.750000000000002,-38.5,1.0894749957947165,Immediate action: allocate fastest route and backup resources
D553,F5,P157,2026-04-05,Medium,1.0,1,0.49266037673047947,3.799999999999999,-19.599999999999998,1.0892541743918929,High risk: prioritize dispatch and monitor closely
D290,F4,P69,2026-04-06,Medium,1.0,1,0.5501556558405866,6.079999999999998,-24.159999999999997,1.088793174905152,High risk: prioritize dispatch and monitor closely
D335,F4,P73,2026-04-16,High,1.0,1,0.6773817599920618,9.59,-34.18,1.088667982666185,Immediate action: allocate fastest route and backup resources
D611,F2,P39,2026-04-06,Medium,0.9975078125,1,0.5480336215593848,6.02,-24.04,1.088196305850183,High risk: prioritize dispatch and monitor closely
D348,F1,P130,2026-04-15,High,1.0,1,0.7154392499178357,11.11,-37.22,1.0880879535273933,Immediate action: allocate fastest route and backup resources
D524,F5,P17,2026-04-18,High,1.0,1,0.6521729140202975,8.649999999999999,-32.3,1.0873533919054017,Immediate action: allocate fastest route and backup resources
D952,F1,P96,2026-04-17,High,1.0,1,0.6629089204492911,9.09,-33.18,1.0869048533420211,Immediate action: allocate fastest route and backup resources
D548,F3,P57,2026-04-18,Medium,1.0,1,0.5125591469791142,4.680000000000001,-21.36,1.086783854655779,High risk: prioritize dispatch and monitor closely
D167,F1,P15,2026-04-23,High,1.0,1,0.7033151371355855,10.7,-36.4,1.086385803124401,Immediate action: allocate fastest route and backup resources
D1044,F3,P49,2026-04-02,High,1.0,1,0.7463521445876141,12.41,-39.82,1.0859556016287935,Immediate action: allocate fastest route and backup resources
D222,F5,P139,2026-04-09,Medium,1.0,1,0.5434935564499044,5.93,-23.86,1.085943988580052,High risk: prioritize dispatch and monitor closely
D673,F5,P48,2026-04-28,High,1.0,1,0.6592255614786113,8.989999999999998,-32.98,1.0857634364150628,Immediate action: allocate fastest route and backup resources
D214,F2,P181,2026-04-09,Medium,1.0,1,0.5404743971821419,5.84,-23.68,1.0852125771516385,High risk: prioritize dispatch and monitor closely
D938,F3,P44,2026-04-13,Medium,1.0,1,0.570538976768256,7.039999999999999,-26.08,1.0847738522130959,High risk: prioritize dispatch and monitor closely
D856,F4,P49,2026-04-08,High,1.0,1,0.7404520748685117,12.23,-39.46,1.0846310275883897,Immediate action: allocate fastest route and backup resources
D797,F4,P193,2026-04-11,Medium,1.0,1,0.5134506041156695,4.800000000000001,-21.6,1.0846249813398687,High risk: prioritize dispatch and monitor closely
D1195,F1,P3,2026-04-18,Medium,1.0,1,0.5115138189553835,4.7299999999999995,-21.46,1.0844675556101877,High risk: prioritize dispatch and monitor closely
D1150,F1,P57,2026-04-28,Medium,1.0,1,0.5191734474576033,5.040000000000001,-22.080000000000002,1.0842471637768711,High risk: prioritize dispatch and monitor closely
D370,F2,P171,2026-04-04,Medium,1.0,1,0.6401892561815559,9.82,-31.64,1.0837581428109406,High risk: prioritize dispatch and monitor closely
D266,F2,P165,2026-04-01,Medium,0.9975019577133908,1,0.5108917039078922,4.74,-21.48,1.0835912463583242,High risk: prioritize dispatch and monitor closely
D1004,F4,P172,2026-04-05,High,1.0,1,0.6290848266380356,7.889999999999999,-30.779999999999998,1.0835840640554224,Immediate action: allocate fastest route and backup resources
D406,F5,P69,2026-04-15,Medium,1.0,1,0.5749914553669508,7.27,-26.54,1.0833798641112313,High risk: prioritize dispatch and monitor closely
D397,F4,P117,2026-04-11,Medium,1.0,1,0.5084129154182152,4.67,-21.34,1.0828918172992523,High risk: prioritize dispatch and monitor closely
D349,F1,P49,2026-04-06,High,1.0,1,0.694214860619229,10.5,-36.0,1.0823694106954873,Immediate action: allocate fastest route and backup resources
D45,F3,P49,2026-04-05,High,1.0,1,0.6343825775066025,8.149999999999999,-31.299999999999997,1.0822727656103137,Immediate action: allocate fastest route and backup resources
D852,F5,P150,2026-04-28,Medium,1.0,1,0.5205027105470605,5.170000000000002,-22.340000000000003,1.0822719022094907,High risk: prioritize dispatch and monitor closely
D149,F1,P127,2026-04-06,Medium,0.9975078125,1,0.5538484491666097,6.489999999999998,-24.979999999999997,1.082064005851917,High risk: prioritize dispatch and monitor closely
D20,F1,P129,2026-04-19,Medium,1.0,1,0.5356138976322371,5.780000000000001,-23.560000000000002,1.0818772428279666,High risk: prioritize dispatch and monitor closely
D457,F3,P49,2026-04-03,High,1.0,1,0.6436892641761268,8.54,-32.08,1.0816658783093245,Immediate action: allocate fastest route and backup resources
D497,F2,P181,2026-04-22,Medium,1.0,1,0.5839056016399216,7.690000000000001,-27.380000000000003,1.081617853800572,High risk: prioritize dispatch and monitor closely
D143,F2,P1,2026-04-19,High,1.0,1,0.6486967518145651,8.740000000000002,-32.480000000000004,1.08158948186032,Immediate action: allocate fastest route and backup resources
D321,F2,P51,2026-04-23,High,1.0,1,0.6953827329827177,10.59,-36.18,1.0812495352196265,Immediate action: allocate fastest route and backup resources
D249,F4,P35,2026-04-01,Medium,1.0,1,0.5148397245950456,4.989999999999998,-21.979999999999997,1.0811844119361742,High risk: prioritize dispatch and monitor closely
D328,F3,P175,2026-04-08,Low,1.0,1,0.4636936076099327,1.4800000000000002,-17.96,1.0811313300298615,High risk: prioritize dispatch and monitor closely
D574,F2,P119,2026-04-04,Low,1.0,1,0.5050905138259615,3.1100000000000003,-21.22,1.0810945809332315,High risk: prioritize dispatch and monitor closely
D812,F5,P51,2026-04-19,High,1.0,1,0.6492615743424506,8.79,-32.58,1.0808833333663448,Immediate action: allocate fastest route and backup resources
D1103,F2,P14,2026-04-06,Medium,1.0,1,0.5460093911866928,6.23,-24.46,1.080833997185676,High risk: prioritize dispatch and monitor closely
D360,F3,P157,2026-04-16,Medium,1.0,1,0.5322167830522622,5.6899999999999995,-23.38,1.080767876087341,High risk: prioritize dispatch and monitor closely
D1089,F3,P165,2026-04-13,Medium,1.0,1,0.561746640475361,6.870000000000001,-25.740000000000002,1.0803028173945273,High risk: prioritize dispatch and monitor closely
D1075,F3,P44,2026-04-22,Medium,1.0,1,0.5918527358767001,8.09,-28.18,1.079397219862465,High risk: prioritize dispatch and monitor closely
D598,F3,P59,2026-04-20,Medium,0.9975155763239876,1,0.5175364454641833,5.169999999999998,-22.339999999999996,1.0793056371266134,High risk: prioritize dispatch and monitor closely
D251,F5,P148,2026-04-27,Low,1.0,1,0.47229003533260683,1.9000000000000001,-18.8,1.0790516011689057,High risk: prioritize dispatch and monitor closely
D25,F4,P198,2026-04-29,High,0.9975039123630672,1,0.6277826013414561,8.03,-31.06,1.078723119897633,Immediate action: allocate fastest route and backup resources
D1181,F3,P142,2026-04-28,Medium,0.9975078125,1,0.5140581585389647,5.059999999999999,-22.119999999999997,1.0786234864494884,High risk: prioritize dispatch and monitor closely
D708,F4,P39,2026-04-21,Medium,1.0,1,0.5584791594295697,6.82,-25.64,1.0783063073705965,High risk: prioritize dispatch and monitor closely
D1053,F3,P139,2026-04-07,Medium,1.0,1,0.5950677398147228,8.26,-28.52,1.0782909223261616,High risk: prioritize dispatch and monitor closely
D999,F4,P194,2026-04-09,High,1.0,1,0.6755523142466902,9.93,-34.86,1.0781959339721603,Immediate action: allocate fastest route and backup resources
D104,F2,P64,2026-04-12,High,1.0,1,0.6440965235530204,8.71,-32.42,1.0777518362118916,Immediate action: allocate fastest route and backup resources
D154,F3,P194,2026-04-13,High,1.0,1,0.6988171823392754,10.880000000000003,-36.760000000000005,1.0773123526493922,Immediate action: allocate fastest route and backup resources
D848,F2,P64,2026-04-16,High,1.0,1,0.6651852505140148,9.57,-34.14,1.076979861596882,Immediate action: allocate fastest route and backup resources
D411,F2,P131,2026-04-11,High,0.9926074658104289,1,0.6346374246234041,8.379999999999999,-31.759999999999998,1.076681146026556,Immediate action: allocate fastest route and backup resources
D899,F2,P177,2026-04-11,Medium,0.9926074658104289,1,0.5033309169739191,4.720000000000001,-21.44,1.0765388478330955,High risk: prioritize dispatch and monitor closely
D583,F4,P118,2026-04-07,High,1.0,1,0.7220761105658555,11.829999999999998,-38.66,1.076422831460619,Immediate action: allocate fastest route and backup resources
D716,F1,P114,2026-04-07,Medium,1.0,1,0.5925717524927537,8.24,-28.48,1.0763033234129367,High risk: prioritize dispatch and monitor closely
D595,F5,P57,2026-04-19,Medium,1.0,1,0.5118781451789163,5.100000000000001,-22.200000000000003,1.0754266962719514,High risk: prioritize dispatch and monitor closely
D505,F5,P7,2026-04-27,High,1.0,1,0.7570946839439155,13.25,-41.5,1.0753458278178352,Immediate action: allocate fastest route and backup resources
D816,F4,P69,2026-04-30,Medium,1.0,1,0.5243573275079676,5.6,-23.2,1.0751961683823956,High risk: prioritize dispatch and monitor closely
D1059,F2,P111,2026-04-17,Medium,0.9975078125,1,0.5159205743779269,5.289999999999999,-22.58,1.0746394355878914,High risk: prioritize dispatch and monitor closely
D273,F5,P31,2026-04-17,High,1.0,1,0.6621312736055924,9.559999999999999,-34.12,1.074180078892832,Immediate action: allocate fastest route and backup resources
D590,F2,P167,2026-04-25,High,0.7984120569304289,1,0.5110233018017989,3.619999999999999,-22.24,1.0740634644860898,Immediate action: allocate fastest route and backup resources
D212,F2,P19,2026-04-03,Medium,0.9900338109273279,1,0.49903094550929505,4.659999999999998,-21.319999999999997,1.0737640415947043,High risk: prioritize dispatch and monitor closely
D997,F2,P32,2026-04-15,Medium,1.0,1,0.5776581084887128,7.76,-27.52,1.0735910012187586,High risk: prioritize dispatch and monitor closely
D941,F4,P184,2026-04-14,Medium,1.0,1,0.5158416538774578,5.34,-22.68,1.0732895440655614,High risk: prioritize dispatch and monitor closely
D37,F2,P136,2026-04-15,High,1.0,1,0.7042753701153204,11.279999999999998,-37.559999999999995,1.0726027722505518,Immediate action: allocate fastest route and backup resources
D723,F4,P70,2026-04-21,High,1.0,1,0.6986582569325666,11.060000000000002,-37.120000000000005,1.072577931563985,Immediate action: allocate fastest route and backup resources
D902,F1,P57,2026-04-18,Medium,1.0,1,0.5189001941357001,5.490000000000002,-22.980000000000004,1.0725351712582216,High risk: prioritize dispatch and monitor closely
D107,F1,P57,2026-04-16,Medium,1.0,1,0.5303125387563602,5.960000000000001,-23.92,1.0720003882733913,High risk: prioritize dispatch and monitor closely
D864,F5,P22,2026-04-28,Medium,1.0,1,0.5362100593351302,6.199999999999999,-24.4,1.07179724794723,High risk: prioritize dispatch and monitor closely
D1021,F3,P9,2026-04-02,Low,1.0,1,0.4660945204993555,1.9600000000000002,-18.92,1.0713309211094215,High risk: prioritize dispatch and monitor closely
D526,F1,P177,2026-04-23,Medium,1.0,1,0.5758938161010256,7.799999999999999,-27.599999999999998,1.0708099320135829,High risk: prioritize dispatch and monitor closely
